1. 風量 | Air volume
25. 高低壓開關 | High-pressure and low-pressure switches
26. 壓縮機內裝繞組溫度開關 | Compressor internal winding temperature switch
27. 電驛 | Relay
28. 延時電路 | Time delay circuit
29. 預製屋頂安裝框架 | Fabricated roof curb
30. 水密 | Watertight
31. 關斷閥 | Isolation valve
32. 加濕器 | Humidifier
33. 排水接頭 | Drain connection
34. 冷媒 | Refrigerant
35. 冷媒管道 | Refrigerant piping
36. 電線 | Electrical wiring
37. 馬力 | Horsepower
38. 額定容量 | Rated capacity
39. 靜力及動力平衡 | Static and dynamic balance
40. 空氣過濾裝置 | Air filter
41. 送風量 | Airflow rate
42. 噪音等級 | Noise level
43. 能效比 | Energy efficiency ratio (EER)
44. 季節性能指標 | Seasonal energy efficiency ratio (SEER)
45. 制冷量 | Cooling capacity
46. 制熱量 | Heating capacity
47. 除濕量 | Dehumidification capacity
48. 空氣調節與換氣設備之風量測定法 | Air conditioning and ventilation equipment airflow measurement method
49. 熱泵 | Heat pump
50. 冷氣循環 | Refrigeration cycle
1. 空調機組 | Air Handling Unit
2. 冷媒 | Refrigerant
3. 冷凍油 | Lubricant
4. 送風機 | Blower
5. 過濾器 | Filter
6. 靜力平衡 | Static Balancing
7. 動力平衡 | Dynamic Balancing
8. 皮帶輪 | Pulley
9. 三角皮帶 | V-belt
10. 感應馬達 | Induction Motor
11. 壓縮機 | Compressor
12. 蒸發器 | Evaporator
13. 冷凝器 | Condenser
14. 膨脹閥 | Expansion Valve
15. 毛細管 | Capillary Tube
16. 空氣過濾裝置 | Air Filter
17. 緊急維修服務 | Emergency Maintenance Service
18. 定期保養服務 | Regular Maintenance Service
19. 維修服務工作報告 | Maintenance Service Report
20. 保養協議 | Maintenance Agreement
21. 維修協議 | Repair Agreement
22. 檢修門 | Access Door
23. 快速扣件 | Quick Release Fastener
24. 玻璃棉 | Fiberglass
25. 抗蝕塗裝 | Anti-Corrosive Coating
26. 多翼離心式 | Multi-Blade Centrifugal
27. 前傾葉片 | Forward Curved Blade
28. 球軸承 | Ball Bearing
29. 永久密封油脂潤滑 | Sealed-for-Life Lubrication
30. 馬達名牌 | Motor Nameplate
31. 全密閉防水型 | Totally Enclosed Fan-Cooled (TEFC)
32. 往復式 | Reciprocating
33. 渦卷式 | Scroll
34. 正排量壓縮機 | Positive Displacement Compressor
35. 冷藏劑 | Refrigerant
36.  кондиционер | Air Conditioner
39. Компрессор | Compressor
40. Испаритель | Evaporator
41. Конденсатор | Condenser
50. Люк для осмотра | Access Door
1. 冷媒填充閥 | Refrigerant Charging Valve
2. 臥式殼管型 | Horizontal Shell and Tube Type
4. 屋內（或回風）溫度開關 | Indoor (or Return Air) Temperature Switch
5. 工廠預製之屋頂安裝框架 | Factory-fabricated Roof Curb
6. 契約數量 | Contract Quantity
7. 中壓配電室 | Medium Voltage Substation
8. 直流配電室 | Direct Current Substation
10. 電子設備室 | Electronic Equipment Room
11. 中控室 | Central Control Room
12. 垃圾吊車操作室 | Garbage Crane Control Room
13. 參觀走道 | Visitor Walkway
14. 冷卻水循環泵 | Chilled Water Circulation Pump
15. 冷卻水塔 | Cooling Tower
16. 加藥設備 | Water Treatment Equipment
17. 循環泵浦 | Circulation Pump
18. 冷卻水泵容量 | Chilled Water Pump Capacity
19. 操作說明書 | Operating Manual
20. 流程 | Process
21. 機械設備保養維修手冊 | Mechanical Equipment Maintenance and Repair Manual
22. 修復說明 | Repair Instructions
23. 圖表 | Diagrams
24. 零件目錄 | Parts Catalog
25. 使用年限 | Service Life
26. 參考性資料 | Reference Materials
27. 最終設計數據 | As-built Design Data
28. 副承商名錄 | Subcontractor List
29. 工廠組合完成空調機組 | Factory-assembled Air-conditioning Units
30. 冷氣 | Cooling
31. 暖氣 | Heating
32. 風量測定法 | Airflow Measurement Method
33. 送風機 | Air Handling Unit
34. 過濾器 | Filter
35. 音量等級 | Sound Level
36. 空調系統之安裝 | Installation of Air-conditioning and Ventilation Systems
37. 經由工程司認可之其他國家標準 | Other National Standards as Approved by the Contractor
39. 出廠檢驗 | Factory Inspection
40. 脹式冷卻盤管 | Expansion-style Cooling Coil
41. 無縫銅管 | Seamless Copper Tubing
42. 溫度式膨脹閥 | Thermostatic Expansion Valve
43. 過濾乾燥器 | Filter Drier
44. 多翼式風機 | Multi-vane Fan
45. 軸流式風機 | Axial Fan
46. 三角皮帶 | V-belt
47. 金屬框 | Metal Frame
48. 片狀可拆換 | Panel Replaceable
49. 接觸器 | Contactor
50. 延時電路 | Time Delay Circuit
1. 外箱 | Casing
2. 檢修門 | Maintenance door
3. 箱板 | Panel
4. 玻璃棉 | Glass wool
6. 水盤 | Water tray
7. 送風機 | Air blower
8. 三角皮帶 | V-belt
9. 皮帶輪 | Pulley
10. 壓縮機 | Compressor
11. 直接膨脹式冷卻盤管 | Direct expansion cooling coil
12. 無縫銅管 | Seamless copper tube
13. 鋁鰭片 | Aluminum fins
14. 溫度式膨脹閥 | Thermostatic expansion valve
15. 過濾乾燥器 | Filter drier
16. 冷媒填充閥 | Refrigerant charging valve
17. 水冷式冷凝器 | Water-cooled condenser
18. 電熱盤管 | Electric heating coil
19. 空氣過濾網 | Air filter
20. 金屬過濾網 | Metal filter
21. 尼絨 | Nylon
22. 玻璃纖維 | Glass fiber
23. 接觸器 | Contactor
24. 高低壓開關 | High-low pressure switch
25. 壓縮機內裝繞組溫度開關 | Compressor internal winding temperature switch
26. 控制線路變壓器 | Control circuit transformer
27. 電驛 | Relay
28. 溫度開關 | Temperature switch
29. 吹出方式 | Blow-out
30. 框架結構 | Frame structure
31. 避振墊 | Vibration pad
32. 氣密墊片 | Gasket
33. 絞鏈 | Hinge
34. 隱藏式快速扣件 | Concealed quick fasteners
35. 外表面處理 | Exterior surface treatment
36. 自動對位油脂永久潤滑球軸承 | Self-aligning grease permanently lubricated ball bearing
37. 可調變節距式 | Variable pitch
38. 內裝電流及過載保護 | Built-in current and overload protection
39. 強制潤滑 | Forced lubrication
40. 積熱過載保護 | Thermal overload protection
41. 油視窗 | Oil sight glass
42. 雙冷媒迴路 | Dual refrigerant circuit
43. 感溫式膨脹閥 | Thermostatic expansion valve
44. 冷媒液管電磁閥 | Refrigerant liquid line solenoid valve
45. 冷媒視窗 | Refrigerant sight glass
46. 關斷閥 | Shut-off valve
47. 液氣分離器 | Liquid-gas separator
48. 初級過濾網 | Primary filter
49. 中效率過濾網 | Medium efficiency filter
50. 強化棉質不纖布 | Reinforced cotton non-woven fabric
1. 風阻 | Air resistance
2. 最終風阻 | Final resistance
3. 加熱盤管 | Heating coil
4. 電熱管 | Electric heating pipe
5. 過熱保護開關 | Overheat protection switch
6. 空氣差壓開關 | Air differential pressure switch
7. 手動復歸過載保護開關 | Manual reset overload protection switch
8. 分路過電流保護開關 | Branch circuit overcurrent protection switch
9. 加濕器 | Humidifier
10. 自備電熱蒸汽發生器 | Self-contained electric heating steam generator
11. 全自動控制 | Fully automatic control
12. 蒸發盤 | Evaporating pan
13. 浮球閥 | Float valve
14. 低水位切斷開關 | Low water level cut-off switch
15. 排水用電磁閥 | Drain solenoid valve
16. 配電盤 | Electrical distribution panel
18. 過載保護電驛 | Overload protection relay
19. 斷路器 | Circuit breaker
20. 控制線路變壓器 | Control circuit transformer
21. 電子式 | Electronic
22. 啟動／停止銨鈕 | Start/stop button
23. 監視盤 | Monitoring panel
24. 溫度控制 | Temperature control
25. 濕度控制 | Humidity control
26. 無風 | No wind
27. 高濕 | High humidity
28. 低濕 | Low humidity
29. 高壓 | High pressure
30. 低壓 | Low pressure
31. 水冷式 | Water cooled
32. 冷凝器 | Condenser
33. 關斷閥 | Shut-off valve
34. 水盤排水管 | Draining pipe
35. 加濕器沖洗系統 | Humidifier flushing system
36. 排水接頭 | Drain connector
37. 落水 | Draining
38. 冷凍油 | Refrigerant oil
39. 分離式冷氣機 | Split air conditioner
40. 冷卻能力 | Cooling capacity
41. 運轉台數 | Operation units
42. 備援台數 | Backup units
43. 箱型空調 | Packaged air conditioner
44. 冷卻水管路 | Cooled water pipeline
45. 管壁厚 | Pipe wall thickness
46. 法蘭接頭 | Flange connection
47. 水泵浦 | Water pump
48. 循環水 | Circulating water
49. 空調通風系統 | HVAC system
50. 外氣設計條件 | Outdoor air design conditions
1. 落地式箱型冷氣機 | Floor-standing packaged air conditioner
2. 水冷式 | Water-cooled
5. 不含安裝 | Excludes installation
6. 詳規範 | Detailed specifications
7. 詢價數量 | Quantity inquired
8. 可供應數量 | Quantity available
9. 不含稅單價 | Unit price excluding tax
10. 交貨日數 | Delivery lead time
11. 廠牌型號 | Manufacturer and model
12. 材料規範書 | Material specification book
13. 附屬條件 | Supplementary conditions
14. 管端或法蘭口 | Pipe end or flange
15. 管塞(帽) | Pipe plug (cap)
16. 保固書 | Warranty card
17. 卸貨 | Unloading
18. 承認圖 | Acknowledgement drawing
19. 規格說明書 | Specification description
20. 參考型錄 | Reference catalog
21. 水冷式冷氣機 | Water-cooled air conditioning system
22. 冷卻塔 | Cooling tower
23. 冷水機組 | Chiller plant
24. 冷風機 | Air handler unit
25. 冷凝器 | Condenser
26. 蒸發器 | Evaporator
27. 壓縮機 | Compressor
28. 散熱片 | Heat sink
29. 風扇 | Fan
30. 風管 | Air duct
31. 進氣口 | Intake port
32. 出氣口 | Outlet port
33. 溫度感測器 | Temperature sensor
34. 濕度感測器 | Humidity sensor
35. 換氣次數 | Air changes per hour
36. 能源效率比 | Energy efficiency ratio
37. 噪音值 | Noise level
38. 震動值 | Vibration level
39. 維護成本 | Maintenance cost
40. 壽命 | Lifespan
41. 耗電量 | Power consumption
42. 冷媒 | Refrigerant
43. 冷媒管 | Refrigerant piping
44. 冷媒閥 | Refrigerant valve
45. 冷媒儲液槽 | Refrigerant receiver
46. 壓力開關 | Pressure switch
47. 過熱保護 | Overheat protection
48. 除霜 | Defrosting
49. 控制面板 | Control panel
50. 遙控器 | Remote control
1. 空調設備 | Air Conditioning Equipment
2. 水冷式箱型冷氣機 | Water Cooled Packaged Air Conditioner
6. 方型直交流式冷卻水塔 | Rectangular Direct Current Cooling Tower
8. 分體式空調系統 | Split Air Conditioning System
9. 室外機 | Outdoor Unit
15. 室內機 | Indoor Unit
18. 室內機專用電源線 | Indoor Air Conditioner Dedicated Power Line
19. 冷媒管 | Refrigerant Pipe
20. 繫留繩 | Tie Rope
22. 冷水機組 | Chiller
26. 冷卻塔 | Cooling Tower
29. 抽風機 | Exhaust Fan
31. 抽風機專用電源線 | Exhaust Fan Dedicated Power Line
1. 直立式水泵 | Vertical water pump
2. 橡膠墊 | Rubber pad
3. 鍍鋅鐵皮 | Galvanized iron sheet
4. 帆布接頭 | Canvas joint
5. 法蘭片 | Flange
6. 風管製作工資 | Air duct fabrication cost
7. 風管安裝工資 | Air duct installation cost
9. 砲金銅閘門閥 | Gunmetal gate valve
10. 不銹鋼閘門閥 | Stainless steel gate valve
12. 不銹鋼橫式逆止閥 | Stainless steel horizontal check valve
13. 不銹鋼防振軟管 | Stainless steel anti-vibration hose
14. 不銹鋼充油式壓力錶 | Stainless steel oil-filled pressure gauge
15. 水流開關 | Water flow switch
16. 打洞修補、洗孔、復原 | Hole drilling, washing, and restoration
17. 吊支架 | Support bracket
18. 配管工資 | Piping cost
20. 冷卻水管油漆工料 | Cooling water pipe painting cost
21. 水流開關連鎖工料 | Water flow switch interlocking cost
22. 水管系統管路標示 | Piping marking
23. 試壓試漏及教育訓練 | Pressure test and training
31. 外箱門附玻璃視窗 | Outer door with glass window
1. 屋外隔離盤 | Outdoor air isolation unit
6. 吊支架 | Support bracket
7. 配電盤安裝工資 | Distribution panel installation cost
8. 配管工資 | Piping cost
9. 配線工資 | Wiring cost
12. 配電系統測試調整及教育訓練 | Distribution system testing, adjustment and training
13. 運雜費、吊裝、搬運、鷹架等 | Transportation, installation, handling, scaffolding, etc.
14. 水冷式箱型冷氣機 | Water-cooled box-type air conditioner
15. 直膨式箱型冷氣機 | Direct expansion box-type air conditioner
16. 圓型冷卻水塔 | Round cooling tower
17. 臥式水泵 | Horizontal water pump
18. 空調風管 | Air conditioning duct
22. 乙種施工圍籬 | Type B construction fence
23. 施工告示牌 | Construction sign
24. 施工安全警告設施、柔性告示牌 | Construction safety warning facilities, flexible sign
25. 個人防護具 | Personal protective equipment
26. 移動梯、合梯、梯式施工架等 | Mobile ladder, A-ladder, ladder scaffold, etc.
27. 工地照明設備、抽風及排煙設備等 | Site lighting, ventilation and smoke exhaust equipment, etc.
29. 勞工安全管理員 | Labor safety manager
30. 環境清潔維護 | Environmental cleaning and maintenance
31. 安全衛生管理及計畫 | Safety and health management and planning
32. 工地安全衛生組織及教育訓練 | Construction safety and health organization and training
33. 工地品質管理人員 | Construction quality management personnel
34. 品質管理作業文件費 | Quality management operating document fee
35. 品管教育訓練 | Quality management training
36. 全密閉渦卷式壓縮機 | Hermetically sealed scroll compressor
1. 水流量 | Q-Flow
2. 揚程 | H-Head
3. 馬力 | HP
4. 風量 | Air Flow
5. 前傾葉片 | Forward Curved Blades
6. 電壓 | Voltage
7. 頻率 | Frequency
8. 耗電量 | Power Consumption
9. 總能量 | Total Capacity
11. 溫度 | Temperature
12. 膨脹閥 | Expansion Valve
13. 過濾乾燥器 | Filter Drier
14. 填充閥 | Charging Valve
15. 對角皮帶 | V-Belt
16. 軸承 | Bearing
17. 閥 | Valve
18. 電驛 | Relay
19. 金屬過濾網 | Metal Filter
20. 尼絨過濾網 | Nylon Filter
21. 玻璃纖維網 | Glass Fiber Filter
22. 框架 | Frame
23. 箱板 | Panel
24. 烤漆處理 | Painted Finish
25. 檢修門 | Access Door
26. 玻璃棉隔音材料 | Glass Wool Insulation
27. 水盤 | Drain Pan
28. 抗蝕塗裝 | Anti-Corrosion Coating
29. 葉輪 | Impeller
30. 靜力平衡 | Static Balancing
31. 動力平衡 | Dynamic Balancing
32. 永久密封油脂 | Permanent Sealed Grease
33. 鑄鐵製皮帶輪 | Cast Iron Pulley
34. 盤管 | Coil
35. 鰭片 | Fin
36. 脹管法 | Swaging
37. 銅管 | Copper Tube
38. 多翼式風機 | Multivane Fan
39. 軸流式風機 | Axial Fan
40. 自動運轉 | Automatic Operation
41. 延時電路 | Time Delay Circuit
42. 繞組溫度開關 | Winding Temperature Switch
43. 控制線路變壓器 | Control Circuit Transformer
44. 屋內溫度開關 | Room Temperature Switch
45. 回風溫度開關 | Return Air Temperature Switch
46. 冷氣切換開關 | Cooling Changeover Switch
47. 停止選擇開關 | Stop Select Switch
48. 運轉風機控制開關 | Fan Control Switch
49. 驅動 | Drive
50. 鍍鋅鋼板 | Galvanized Steel
4. 型式：水平連結 | Type: Horizontal connection
10. 吸入口：端吸式 | Inlet: End suction type
1. 施作製造圖 | Construction Manufacturing Drawing
2. 性能及測詴數據 | Performance and Testing Data
